reviewerID,asin,reviewText,overall,reviewTime
AQSB8S7VMLID0,B000001A3J,,4,"06 20, 1998"
A1TTRH0HIG2FL8,B000001DYY,,5,"06 20, 1998"
A1G2QLX7EJZN3L,B000001E3N,,4,"06 20, 1998"
A24IBNK1D4LMFK,B000002AIO,,5,"06 20, 1998"
APEDREM29OBSM,B000002B4G,,5,"06 20, 1998"
A3JRICGNIKH9EP,B000002BWR,,5,"06 20, 1998"
ACQEEYB3DO5AZ,B000002C35,,5,"06 20, 1998"
A2S700UXI1XQB2,B000002C5O,,4,"06 20, 1998"
A3HJN7HK0OM7GW,B000002G1Y,,5,"06 20, 1998"
A34Q6R6MH75MZ9,B000002G64,,4,"06 20, 1998"
AYA1U4R2741J8,B000002VTC,,5,"06 20, 1998"
A3DY3YNMW0EPVV,B000002WYT,,5,"06 20, 1998"
A1V7CB0VQZUMZ2,B000002Z84,,4,"06 20, 1998"
A24MY6NN9WXKYS,B000002P15,,5,"06 20, 1998"
AHAL393D7O4VC,B000002P82,,5,"06 20, 1998"
A2VHIKZVOZ1CXJ,B000002P82,,5,"06 20, 1998"
A3Q9QLUN8GNUVJ,B000002TYK,,4,"06 20, 1998"
A2BML3OB201QPQ,B000003S16,,5,"06 20, 1998"
A3VSWPABQTRQ7P,B000003S5H,,5,"06 20, 1998"
A23QOAXJSWIBS6,B000003ZDM,,4,"06 20, 1998"
A23QOAXJSWIBS6,B000003ZFQ,,4,"06 20, 1998"
A23QOAXJSWIBS6,B000003ZG8,,4,"06 20, 1998"
A2P6G12OEVRMG,B000005KRD,,5,"06 20, 1998"
ACQEEYB3DO5AZ,B000005KYE,,5,"06 20, 1998"
A2Q0G8AGPGHKI8,B000005Z0A,,5,"06 20, 1998"
A3UQ350OC5KLZ3,B000005ZCX,,5,"06 20, 1998"
A30FOHBVT82EWQ,B00000603Y,,4,"06 20, 1998"
AO8MTVRSM6Q34,5555991584,,5,"06 20, 1998"
A3BDJVXFWO71T2,767802659,,4,"06 20, 1998"
A2IS6YH2HT72HO,B000000IRK,,5,"06 20, 1998"
A2I2083YJZ6IIY,B000000OMJ,,5,"06 20, 1998"
A2K2DLVAU9QH1P,B000003G8M,,5,"06 20, 1998"
AYA1U4R2741J8,B00000054M,,5,"06 20, 1998"
A3FHG5T4LAA49Q,B000002K9J,,5,"06 20, 1998"
ANC358MTX2CR6,B000002KOV,,5,"06 20, 1998"
A29G9BNRW4P1CC,B000001OZ9,,5,"06 20, 1998"
A1TUQSIACVKHTB,B0000026BN,,5,"06 20, 1998"
AOYE24LDL8MAY,B000002826,,5,"06 20, 1998"
A4WI4YOY1KJ2I,B00000638Q,,5,"06 20, 1998"
A2ITKC3BWEJMVV,B000006E6U,,5,"06 20, 1998"
A2SJXXK920A3FW,B000006OAQ,,5,"06 20, 1998"
A4F6EBZKW3GU8,B000000PC9,,5,"06 20, 1998"
A23QOAXJSWIBS6,B000000V1A,,4,"06 20, 1998"
A3AQ4TNVSNX5DX,B000002J7U,,5,"06 20, 1998"
ANFTWY88XUTPJ,B000002JB8,,2,"06 20, 1998"
A6IWR9N9DYJSD,B000002HKK,,5,"06 21, 1998"
A1MPGTW4GBMGK5,B000002HPR,,5,"06 21, 1998"
A328UAO02EWPDZ,B000002IW0,,5,"06 21, 1998"
ADSN7W1052BNQ,B000002UJQ,,5,"06 21, 1998"
A1W6H7Z6DQ9MNQ,B0000072VS,,5,"06 21, 1998"
A1P1GZCMJ36CBA,B000007OPC,,4,"06 21, 1998"
A12I12O20P4F1G,B000007PFA,,5,"06 21, 1998"
A1W3MBU3V858G9,B000004BRZ,,5,"06 21, 1998"
A2YRWOEIONLDIW,B000000WEX,,5,"06 21, 1998"
A2KRH3MDIDWPB6,B000000XM3,,4,"06 21, 1998"
ADSN7W1052BNQ,B0000013H7,,5,"06 21, 1998"
AVCXL7SY7DTGA,B000001Y4W,,5,"06 21, 1998"
A1CO803ATFPS0Y,B0000025GW,,5,"06 21, 1998"
AQVT5UGQDTWOF,B0000025RD,,5,"06 21, 1998"
A3LZDQPXPFVLD0,B000002H33,,5,"06 21, 1998"
APUNRIQ5TBVM,B000002LR0,,5,"06 21, 1998"
A24988WLW1X1M,800102150,,5,"06 21, 1998"
A1V9F4KVTV4WM6,B0000019P5,,5,"06 21, 1998"
A2TTW2A9V5F4I6,B000001E2E,,5,"06 21, 1998"
A3MAKFLEQND832,B000002C25,,3,"06 21, 1998"
A1W9LIU8OMPGYZ,B000002C4J,,1,"06 21, 1998"
A11K5832L3DCCY,B000002G4U,,5,"06 21, 1998"
A2HXM9ATYD1CHT,B000002W2K,,5,"06 21, 1998"
A2HXM9ATYD1CHT,B000002W3M,,4,"06 21, 1998"
A2HXM9ATYD1CHT,B000002WPK,,4,"06 21, 1998"
A8KGTU9F1XUNJ,B0000033FF,,5,"06 21, 1998"
AMPU7Z8WL7E0Y,B000002OZS,,5,"06 21, 1998"
A2U2T40ZKLOB4H,B000003RY5,,5,"06 21, 1998"
A3U8S3S2ZKXQ68,B000003S1E,,5,"06 21, 1998"
A28NI5A7LMNA9G,B000005HQU,,5,"06 21, 1998"
A5DX5JUCT4R3L,B000005YZD,,5,"06 21, 1998"
A1LKCB8BFSLAN8,B000000DEX,,5,"06 21, 1998"
ANO71CG6VT9XT,B000000OEM,,5,"06 21, 1998"
A1V9F4KVTV4WM6,B0000035HB,,5,"06 21, 1998"
A3BAAER8CGSCE5,B000003BQU,,5,"06 21, 1998"
A2VMT47I2QJGOG,B000003BR4,,5,"06 21, 1998"
A1R26GVYTZ4UC6,B000007WJC,,5,"06 21, 1998"
AYXB1IC19A5RG,6304528744,,5,"06 21, 1998"
A2AOP8VVYU5ZRR,B0000009PV,,4,"06 21, 1998"
A2P7JAZN27LTPY,B0000009QH,,5,"06 21, 1998"
ARYE7XOM0U6GG,B0000009S3,,5,"06 21, 1998"
APT2SG6PCODLT,B000001P0S,,4,"06 21, 1998"
A22Y08YBSR7814,B00000261J,,5,"06 21, 1998"
ARVPZA8FBTP7V,B0000061QF,,5,"06 21, 1998"
A1O5I2VTB37P3Z,B00000638Q,,5,"06 21, 1998"
A3QMUJ4ABH1CT2,B00000638Q,,4,"06 21, 1998"
A1SZEZMDCIP5U0,B000006OAU,,5,"06 21, 1998"
A3489CDD1RVDUB,B000002JNB,,5,"06 21, 1998"
A1DVGS7M3HDYSP,B000002H8M,,4,"06 22, 1998"
AY4TMSPM4GJYJ,B0000073W8,,3,"06 22, 1998"
A2OPLUMICKOTDY,B000007NAP,,4,"06 22, 1998"
AI3KI4C9LO3P9,B000007NCS,,5,"06 22, 1998"
A8YNMNA9769HI,B000007NCY,,3,"06 22, 1998"
A1DVI6O91C0YQW,B0000057C5,,5,"06 22, 1998"
A1YNT3QWBCVEFA,B0000058PH,,4,"06 22, 1998"
AP6G02BXC4IZ7,B000005C1B,,5,"06 22, 1998"
A3S7JUDSWG5IUG,B000005DXF,,5,"06 22, 1998"
AJ7LDOZ72S3E8,B000000VFL,,4,"06 22, 1998"
A27F7FUR11J9C9,B000000WFU,,5,"06 22, 1998"
A21SXHKVE9JJZR,B0000010KU,,5,"06 22, 1998"
AO5X7469AEIXK,B0000012E5,,4,"06 22, 1998"
A2QOM0AQY6J3RY,B0000015DT,,5,"06 22, 1998"
AYUEK0LEA626Y,B000001841,,5,"06 22, 1998"
A1X5GFW59PYOAD,B0000021JZ,,5,"06 22, 1998"
A2SSU2JTCU1FVE,B0000025BA,,5,"06 22, 1998"
A1K27QM24W6OX6,B000002GCW,,5,"06 22, 1998"
AHQGJP3ZVSISE,B000002GHR,,5,"06 22, 1998"
A24YVGZOIMGFDM,B000002GQK,,5,"06 22, 1998"
A1YHX8NU5IBKFM,B000001FIJ,,5,"06 22, 1998"
A2AFEJUCZ1CO3F,B000001G0E,,5,"06 22, 1998"
A34M1ASYLCGEY7,B000002MO6,,5,"06 22, 1998"
A1AKYEFUQ4LPA,B000002N2B,,5,"06 22, 1998"
A2HXM9ATYD1CHT,B000002N8Q,,5,"06 22, 1998"
A3PSAJWTZ104NH,B000001E5Z,,5,"06 22, 1998"
A2QOM0AQY6J3RY,B000002B15,,5,"06 22, 1998"
A2ZCNDI1MCEMJ5,B000002B44,,5,"06 22, 1998"
AXO3HHAE4K2MY,B000002BOJ,,5,"06 22, 1998"
A2OWKPNIC0C0ZB,B000002BVS,,5,"06 22, 1998"
A1PD5GWZ93JP7D,B000002G1T,,5,"06 22, 1998"
A2HXM9ATYD1CHT,B000002WCL,,5,"06 22, 1998"
A2HXM9ATYD1CHT,B000002WGP,,5,"06 22, 1998"
A32QGODMHO7AW,B000002WRC,,5,"06 22, 1998"
A2HXM9ATYD1CHT,B000002WVH,,4,"06 22, 1998"
A34QZDJ3RNW8VP,B000002ONY,,4,"06 22, 1998"
A3STTFZDFREKYN,B000002OZS,,5,"06 22, 1998"
A9EMWFX5ZZR22,B000002TNT,,5,"06 22, 1998"
A3N10NUV294M9D,B000002U4U,,5,"06 22, 1998"
A32QGODMHO7AW,B000003HO5,,2,"06 22, 1998"
A23BOZD8KQY88W,B000003JXX,,5,"06 22, 1998"
AL1D25TG98R6V,B000003QK6,,5,"06 22, 1998"
A1HGAGDAHZ1ID1,B000003YKK,,5,"06 22, 1998"
A19EF654AFULTM,B000003YZY,,5,"06 22, 1998"
AX0S8P7YCXH8Z,B000003Z1M,,5,"06 22, 1998"
A20CKTTE3558Y0,B000003Z5Z,,5,"06 22, 1998"
A43JMMHQZN1A1,B000005IW5,,5,"06 22, 1998"
AXAVQAZ1BJ2G5,B000005J38,,5,"06 22, 1998"
A3JPIHEFIJ1ICS,B000005LC3,,5,"06 22, 1998"
A2XV4XORVXULYJ,B000005RRF,,5,"06 22, 1998"
A28P3R1XDIYYBQ,B000005RYF,,5,"06 22, 1998"
A3KNJJ2E0LQ6NG,B000005Z9N,,3,"06 22, 1998"
AMEEK2833HBNP,B000005ZFS,,5,"06 22, 1998"
A1OA1WF8AOR39T,767802659,,5,"06 22, 1998"
A6BR0R9XUP3DH,B000000E21,,2,"06 22, 1998"
A16S0CNPC88RXH,B000000E7Q,,5,"06 22, 1998"
A3N5GNL70XOHWD,B000000EAL,,5,"06 22, 1998"
AY4TMSPM4GJYJ,B000000HRY,,3,"06 22, 1998"
A2QOM0AQY6J3RY,B000000J7K,,3,"06 22, 1998"
A7TWYKFTDVM6T,B000000LXD,,5,"06 22, 1998"
A2F40FN31Y1T8W,B000003CKH,,5,"06 22, 1998"
A1A0WXWGQ9FEGZ,B000007S6T,,5,"06 22, 1998"
A16Q7BJM46VZAA,B000007S89,,5,"06 22, 1998"
A3TDXRCH9CMM7S,812018052,,5,"06 22, 1998"
A2OW3JZ7YVV9YU,6303614353,,5,"06 22, 1998"
AVNJTJVJTBN6E,B000002KB0,,5,"06 22, 1998"
A1XI5YNVGXYD50,B000002KC6,,5,"06 22, 1998"
A1DIDTMX75W4P,B000002KDE,,3,"06 22, 1998"
AZUGNSS4IJNWT,B000001U3K,,5,"06 22, 1998"
A2311CZYK5DQ3,B000001UJD,,4,"06 22, 1998"
A2XCTVFLXPHLAF,B0000028W9,,5,"06 22, 1998"
A1K89STV3SXGMJ,B0000029DQ,,5,"06 22, 1998"
A1F9Q6ZCYPX72Z,B0000061RB,,4,"06 22, 1998"
A2ZGRIP8TZY8OZ,B0000062VE,,5,"06 22, 1998"
A3KNJJ2E0LQ6NG,B000006359,,5,"06 22, 1998"
ATXQDI0QKLOAY,B00000638Q,,3,"06 22, 1998"
A3E9V9KDHVRFWS,B0000064F8,,5,"06 22, 1998"
A2WAS7Y4ZXZ94A,B000006A7B,,3,"06 22, 1998"
A202QJUL8FOV8E,B000006ENB,,5,"06 22, 1998"
A3UD1WSBSZ1GWU,B000006O7C,,4,"06 22, 1998"
A1G08996TO9ESL,6300987558,,5,"06 22, 1998"
A2HXM9ATYD1CHT,B000000OUY,,5,"06 22, 1998"
A3G3UDV5J5EYVI,B000002JDL,,5,"06 22, 1998"
A1M8LH2RHWN88N,B000002JIL,,3,"06 22, 1998"
A22S2N695F4XVT,B000002IG8,,5,"06 23, 1998"
A22S2N695F4XVT,B000002IPI,,5,"06 23, 1998"
A1SVGUE3QESA7X,B000002IRM,,5,"06 23, 1998"
A13N0Q3GBVTFN3,B000002USX,,5,"06 23, 1998"
A1WJEQXI9EXTB5,B000002VI7,,5,"06 23, 1998"
A3593XAFQV0X47,B000002VMR,,5,"06 23, 1998"
A21E415WEPY8R9,B000002VN7,,5,"06 23, 1998"
A3DMV4TO6HLQAQ,B000007OAP,,5,"06 23, 1998"
A1XTL6MW63SC2D,B000007OG4,,5,"06 23, 1998"
A1YNT3QWBCVEFA,B000007QF2,,3,"06 23, 1998"
A1EWNUXHC5LGJQ,B0000049Y8,,5,"06 23, 1998"
A3PSBQIKX17K3J,B000004AT1,,2,"06 23, 1998"
A270KLMLRIQKY7,B000004BCA,,4,"06 23, 1998"
A3AAHAF1J73NN6,B000005ALT,,5,"06 23, 1998"
A2ALO6Z1U307CF,B000005B00,,5,"06 23, 1998"
AOY5O03YFGO9B,B000000WCT,,3,"06 23, 1998"
A126OKMCQYTG76,B000000XB8,,5,"06 23, 1998"
A22S2N695F4XVT,B00000106B,,4,"06 23, 1998"
A1WJEQXI9EXTB5,B0000014T1,,5,"06 23, 1998"
A28VQG2UKBWPC3,B000001Y7W,,5,"06 23, 1998"
A141AWMX5DUHQ4,B000001YHH,,4,"06 23, 1998"
A22S2N695F4XVT,B000002GAP,,3,"06 23, 1998"
A3AFJZD9NJFY2F,B000002GFU,,3,"06 23, 1998"
A3RWMHHWC9T6PF,B000001E9W,,5,"06 23, 1998"
ASIDGLECI96TG,B000001EEE,,5,"06 23, 1998"
A22S2N695F4XVT,B000001FDQ,,5,"06 23, 1998"
ALH378VUN7NM0,B000002LRJ,,5,"06 23, 1998"
A17R7BU4XQ5PUN,B000002MQA,,5,"06 23, 1998"
A10LCSLRKKJ9BA,B000002MSM,,5,"06 23, 1998"
A1IRSSSP5KAFLE,B000002OG8,,5,"06 23, 1998"
A1MEIY5IJNBRZ2,B000002OI1,,5,"06 23, 1998"
A2BY5D450HLFQY,672307952,,4,"06 23, 1998"
AWRGXHKFZ7F8O,792839676,,5,"06 23, 1998"
A1RANYDK0U14A2,B0000018AM,,5,"06 23, 1998"
A253LSYPAV0CS6,B0000019LM,,2,"06 23, 1998"
A1O2O45PNBFC2X,B000001AA2,,3,"06 23, 1998"
A16FRXLHNJQFXA,B0000029YC,,5,"06 23, 1998"
A2RCFIUSJJ286X,B0000029YC,,5,"06 23, 1998"
A22S2N695F4XVT,B000002AOU,,5,"06 23, 1998"
A1R8IDY4A3HQFF,B000002BK4,,4,"06 23, 1998"
A3T7JTFDBNGGZK,B000002BV6,,4,"06 23, 1998"
A23CMAIJHD8572,B000002VRQ,,5,"06 23, 1998"
A3UVR0Q5CLV6D5,B000002VV0,,5,"06 23, 1998"
A37S93ZK8IV3XC,B000002WQS,,5,"06 23, 1998"
A3593XAFQV0X47,B000002WX4,,5,"06 23, 1998"
A13N0Q3GBVTFN3,B0000033JH,,5,"06 23, 1998"
A13N0Q3GBVTFN3,B0000033KM,,5,"06 23, 1998"
A13N0Q3GBVTFN3,B0000033RO,,3,"06 23, 1998"
A1OICHP53EV83T,B000002P22,,5,"06 23, 1998"
A1E0K5HN63M3OX,B000002Q5G,,4,"06 23, 1998"
A11VZSVBTYO1EV,B000002R8B,,5,"06 23, 1998"
A23RX58I3AKE2V,B000002RBV,,5,"06 23, 1998"
A2UIFQJCVF9EMY,B000002RBV,,5,"06 23, 1998"
A2YAQ6BGPITISK,B000002RBZ,,5,"06 23, 1998"
A1NGEQRA51ZJOY,B000002T7Y,,5,"06 23, 1998"
ALRQZ57CZSCC0,B000002TVD,,4,"06 23, 1998"
A2C6UN9BJ8JYNF,B000003MSI,,4,"06 23, 1998"
A2YAP2XQNX2JH6,B000003QI0,,5,"06 23, 1998"
A1XI5YNVGXYD50,B000003YXL,,5,"06 23, 1998"
AEE8DVWAKZ5RF,B000005J4V,,5,"06 23, 1998"
A1DVGS7M3HDYSP,B000005JBI,,4,"06 23, 1998"
A2S1OXAYRKS5ER,B000005KRA,,5,"06 23, 1998"
A2N67QFU4EO9LU,B000005TQY,,5,"06 23, 1998"
A3M5KNXCX3623P,B0000060F6,,4,"06 23, 1998"
A2Q0G8AGPGHKI8,B0000061CN,,4,"06 23, 1998"
A15FK3IUAB3DR0,938190296,,5,"06 23, 1998"
A3ACD40HQ3U7KN,B000000DUD,,4,"06 23, 1998"
A1JEEDAHH69OXD,B000000FK4,,5,"06 23, 1998"
A22S2N695F4XVT,B000000H48,,5,"06 23, 1998"
A3GZBU23ODAZ7K,B000000IRK,,5,"06 23, 1998"
A1XI5YNVGXYD50,B000000NJD,,5,"06 23, 1998"
A3AAHAF1J73NN6,B000000OQI,,5,"06 23, 1998"
A3P12X5H5X1C5S,B00000395R,,5,"06 23, 1998"
A1WJEQXI9EXTB5,B000003G8G,,5,"06 23, 1998"
A1WJEQXI9EXTB5,B000003G8I,,5,"06 23, 1998"
A14BORR634E9NQ,B000007UUV,,5,"06 23, 1998"
A38QYYNVUL52HT,B0000002QZ,,4,"06 23, 1998"
A1RKJS2JA5VD0Z,B0000002YI,,4,"06 23, 1998"
A3ACD40HQ3U7KN,B0000003TO,,5,"06 23, 1998"
A24AJIESW42LY1,B0000004SD,,5,"06 23, 1998"
A24AJIESW42LY1,B0000004TR,,5,"06 23, 1998"
A1KE63HNTUJGC3,B00000081H,,3,"06 23, 1998"
AFBF8NM3W9KJR,B0000009SY,,5,"06 23, 1998"
A1NGEQRA51ZJOY,B000000BX5,,5,"06 23, 1998"
AFBF8NM3W9KJR,B000002KFO,,4,"06 23, 1998"
A22S2N695F4XVT,B000002KHS,,5,"06 23, 1998"
A13N0Q3GBVTFN3,B000001U14,,2,"06 23, 1998"
A32QQP3T1U08AY,B000001V56,,1,"06 23, 1998"
AE46TRPJL8T9M,B0000062FR,,5,"06 23, 1998"
A3JBR7JKX0N2CP,B0000062ID,,5,"06 23, 1998"
A1VVY8T3WRJ0Y8,B0000062S2,,5,"06 23, 1998"
AOY5O03YFGO9B,B0000062S6,,4,"06 23, 1998"
A23RX58I3AKE2V,B0000062S8,,5,"06 23, 1998"
A1E0K5HN63M3OX,B0000062VP,,4,"06 23, 1998"
AMVR7V4894EX0,B0000062VP,,5,"06 23, 1998"
A3PSBQIKX17K3J,B0000062WD,,4,"06 23, 1998"
AMVR7V4894EX0,B00000638Q,,5,"06 23, 1998"
A2OAUP5EU7NLN0,B0000064E2,,5,"06 23, 1998"
A1H60D8DHUXY3H,B0000069NM,,5,"06 23, 1998"
A1EWNUXHC5LGJQ,B000006E4M,,4,"06 23, 1998"
AOY5O03YFGO9B,B000006NZV,,4,"06 23, 1998"
A1BKSQC71XJ7ER,B000006OAQ,,5,"06 23, 1998"
A39NJZJ40YJGYJ,B000002J82,,5,"06 23, 1998"
A37M3XLQS2EDXB,B000002UAR,,4,"06 24, 1998"
A37M3XLQS2EDXB,B000002UB6,,1,"06 24, 1998"
A37M3XLQS2EDXB,B000002UDB,,2,"06 24, 1998"
ASL2NWRB9F47E,B000002UKM,,5,"06 24, 1998"
A1EW7XKKEE1XHO,B000002UVQ,,5,"06 24, 1998"
ASIDGLECI96TG,B000002UVQ,,5,"06 24, 1998"
AEJRGY25N5H0H,B000002VGG,,5,"06 24, 1998"
A33FIQ8YA1MB31,B0000071P4,,5,"06 24, 1998"
A3DU0D365H510S,B000007NBF,,5,"06 24, 1998"
A3ISMJ833OJU8N,B000007RY6,,5,"06 24, 1998"
A1TTFKA3XMUU1U,1573623555,,5,"06 24, 1998"
A1UUPKHLG9MR9L,B0000046Z5,,5,"06 24, 1998"
A1E0K5HN63M3OX,B0000047JH,,3,"06 24, 1998"
AWOHCURQ1YJ3J,B000005BE2,,2,"06 24, 1998"
A1G1C8NZ7GI6YZ,B000000W4M,,5,"06 24, 1998"
A17YU17V596891,B000000WFU,,5,"06 24, 1998"
A36O0VSMRL5MOY,B000000XBV,,5,"06 24, 1998"
ACPIGB4F4XH4V,B000000ZG5,,5,"06 24, 1998"
A2QHWTQWAX2GKZ,B0000014WY,,5,"06 24, 1998"
A3K2157OQKLFOV,B0000025CO,,5,"06 24, 1998"
A27FTZP7IWIHR3,B0000025NR,,5,"06 24, 1998"
A2WXRPP0B11U3Q,B000002GNA,,5,"06 24, 1998"
A3DHY0RBLBZA75,B000002GOF,,5,"06 24, 1998"
A2Y1G80NW61YNO,B000002GXG,,5,"06 24, 1998"
A2Y1G80NW61YNO,B000002GYC,,5,"06 24, 1998"
A34SXYXTHGF3DI,6304154151,,3,"06 24, 1998"
A38QYYNVUL52HT,B000001E7T,,4,"06 24, 1998"
A1JI89SB9F0RDH,B000002MJC,,5,"06 24, 1998"
A2YAP2XQNX2JH6,B000002N2Z,,4,"06 24, 1998"
A3DACM6AJ8V36Y,B000002NHG,,5,"06 24, 1998"
A69B1E3W5JD1E,B000002OGV,,5,"06 24, 1998"
A3QP8FIT9W20PV,B000001A3H,,5,"06 24, 1998"
A2FK1YXBBK60PJ,B0000029IS,,2,"06 24, 1998"
A1JLTRRZU0RAS0,B000002ASA,,5,"06 24, 1998"
AXR78640WCN1Z,B000002B01,,5,"06 24, 1998"
AJ1YJ3KY39LRQ,B000002BVW,,5,"06 24, 1998"
A15118RT2833BI,B000002G4U,,5,"06 24, 1998"
A1KE63HNTUJGC3,B000003390,,5,"06 24, 1998"
AATJ3OCGAAGRQ,790729628,,2,"06 24, 1998"
A28SJIFPKSX9YK,6300252051,,4,"06 24, 1998"
A36IQ2KWMPOC5H,B000002PD8,,4,"06 24, 1998"
A2TNEW6F8PBZ8I,B000002RBZ,,5,"06 24, 1998"
A253LSYPAV0CS6,B000002U57,,4,"06 24, 1998"
A3AA6Z6HGE0M3I,B000003N89,,5,"06 24, 1998"
A1PQP5W4485MI8,B000003PU6,,4,"06 24, 1998"
A1DVGS7M3HDYSP,B000003TAL,,5,"06 24, 1998"
A1RBO0MD0T517Z,B000003TCF,,4,"06 24, 1998"
A3OXJ6V6CD92MP,B000005ITX,,5,"06 24, 1998"
A3AA6Z6HGE0M3I,B000005LE6,,5,"06 24, 1998"
AENQFZJSIXCA2,B000005Z9P,,5,"06 24, 1998"
AAODVS8XI1XKC,B0000060EI,,1,"06 24, 1998"
A19JXQSUHQ8S1H,B0000060EL,,5,"06 24, 1998"
A3UTNQOABBHA34,B000000E5M,,4,"06 24, 1998"
ASL2NWRB9F47E,B000000IV0,,5,"06 24, 1998"
A3AVT9XVNR6GSD,B000003BDI,,5,"06 24, 1998"
A10A4Q205RUTFM,B000003BI0,,5,"06 24, 1998"
A2LFYP4H3HYOPS,B000003GH1,,5,"06 24, 1998"
ADZFFCZHVJ16A,B000007VUW,,5,"06 24, 1998"
A21FHTPZTZS450,B00000064I,,5,"06 24, 1998"
A3URPR5L5KZS0O,B00000099K,,5,"06 24, 1998"
A1PN5U96R56KUD,B0000009VB,,5,"06 24, 1998"
A22TAF3JXN07T0,B000001TSH,,1,"06 24, 1998"
AUCCZE24E6KCG,B0000026BN,,5,"06 24, 1998"
A2MV3M8JQEJ3SP,B0000028RR,,5,"06 24, 1998"
A1DE2237UP1DXN,B0000062GC,,5,"06 24, 1998"
A13YRCPQXD7I4K,B0000062S6,,5,"06 24, 1998"
A30EVCDN4RUO8R,B0000062WB,,3,"06 24, 1998"
A3TI2MB8QVU75V,B00000634T,,5,"06 24, 1998"
A1I4IVU6ZW4VDI,B00000638Q,,5,"06 24, 1998"
A253LSYPAV0CS6,B000006CEH,,5,"06 24, 1998"
A21YAYNFKSH1S3,B000006NX6,,5,"06 24, 1998"
A3ISXICXCN6CGX,B000006O5Z,,5,"06 24, 1998"
A1MOVP0BC2LVZO,B000006OB0,,5,"06 24, 1998"
A6NZEFH40XFDN,B000006OHB,,5,"06 24, 1998"
A14INJP9YM4Y1,B000006XC1,,5,"06 24, 1998"
A2Y1G80NW61YNO,B000006XKU,,5,"06 24, 1998"
A3UD0HIOX8RSFJ,6302921058,,5,"06 24, 1998"
A3VKX8QSX2UP98,6304404921,,5,"06 24, 1998"
A1K99TK4OD48IS,B000000PH8,,5,"06 24, 1998"
A1K99TK4OD48IS,B000000PHL,,5,"06 24, 1998"
ASL2NWRB9F47E,B000000TDH,,5,"06 24, 1998"
A2NB31LQKVBIEO,B000002H5O,,5,"06 25, 1998"
A1DE59B4YO63YP,B000002UHK,,5,"06 25, 1998"
AS86WMO8YTOFC,B000002UVQ,,5,"06 25, 1998"
A6CQY2PXXPMWS,B000002VCN,,5,"06 25, 1998"
A183BFPA3801ZI,B000007QDC,,4,"06 25, 1998"
A3Q10O0RGYBVEC,B000005B00,,5,"06 25, 1998"
A3BSLJ4IWPAHZ8,B000005BHA,,4,"06 25, 1998"
A37GLS5KRXXQQW,B000005DXF,,5,"06 25, 1998"
ADVGE04LTTE6R,1577133196,,2,"06 25, 1998"
A2VVWVBI9Y7KN8,B000000W6R,,5,"06 25, 1998"
A3HELTXYOUEPR0,B000000WC1,,5,"06 25, 1998"
A3D3T2AUMRX21K,B000000XD9,,4,"06 25, 1998"
A1FYG1AMR0ENAA,B000000XH8,,5,"06 25, 1998"
A2QRXPNXY0KOTK,B0000014T1,,5,"06 25, 1998"
A1FVIVMSC2FOBJ,B000001Y5Z,,5,"06 25, 1998"
A2HXOI17JEULLU,B0000025IC,,4,"06 25, 1998"
A32L3GSS6FT6XH,B000002G9T,,5,"06 25, 1998"
A2Y1G80NW61YNO,B000002GXL,,5,"06 25, 1998"
A37AFJ5AFIT462,780619765,,5,"06 25, 1998"
A1S1LU4M3AD1VL,B000001EG4,,5,"06 25, 1998"
A3S0XGWJYCSW7M,B000002LNN,,5,"06 25, 1998"
A2PQ6POU6TH68A,B000002LR3,,5,"06 25, 1998"
A1AYEXPYMN69WP,B000002MP2,,5,"06 25, 1998"
AYYH7C42Y20JN,B000002N25,,5,"06 25, 1998"
A1747F95KWRVG5,792846168,,5,"06 25, 1998"
A1DQ9D8DWCWF9H,B000001BDH,,5,"06 25, 1998"
A2SHGDCXHI5RGL,B000002AOD,,5,"06 25, 1998"
A2EEVCLH84ZWVB,B000002VSW,,4,"06 25, 1998"
A1PJ0BZX21I8WW,B000002VTE,,1,"06 25, 1998"
A3GXE3HXJC71FJ,B0000033AI,,5,"06 25, 1998"
A3ES13Q6YMOE81,B000002SK0,,5,"06 25, 1998"
A1PJ0BZX21I8WW,B000002TYI,,5,"06 25, 1998"
A1OCBQ3TANEWF2,B000003N01,,5,"06 25, 1998"
A16MLCJFCAQO20,B000003N7K,,5,"06 25, 1998"
A18BEEFCD135HB,B000003Z63,,5,"06 25, 1998"
A1V8NQBJLS3VFC,B000005HA0,,5,"06 25, 1998"
A3RWMHHWC9T6PF,B000005ILL,,5,"06 25, 1998"
A2AWL3D2WQZPL4,B000005J7L,,5,"06 25, 1998"
A25OVD7JYAN6XP,B000005LEE,,5,"06 25, 1998"
A25OVD7JYAN6XP,B000005LLZ,,5,"06 25, 1998"
A2TVGRQMHBD2WF,B00000603Q,,5,"06 25, 1998"
A2T55RSA87YU4O,B000000FBO,,5,"06 25, 1998"
AVRN4MRFNC7O6,B000000H6D,,5,"06 25, 1998"
A1RUYTL4635D3I,B000003AFE,,1,"06 25, 1998"
A3JCPPALHK4YPS,B000003B7B,,5,"06 25, 1998"
A6CQY2PXXPMWS,B000003BTJ,,5,"06 25, 1998"
A2BMCWDBE046ZH,B000003BZO,,5,"06 25, 1998"
AYP8RF3Z47G5I,B000003FS5,,5,"06 25, 1998"
A3NX93RP588FY,B000007TSP,,5,"06 25, 1998"
A1WU29M2R2H01I,B000002K9Y,,5,"06 25, 1998"
